SOURCE_REPORTING_UNIT_NAME,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,LATITUDE,LONGITUDE,Locations_Address,OWNER_CODE,OWNER_DESCR,STATE,County
Modoc National Forest,LAKE,1996,2450320,Lightning,2450330,246,600,393,41.6664,-121.324,"Modoc County, CA, USA",5,USFS,CA,
Modoc National Forest,HORSE,1996,2450310,Miscellaneous,2450310,226,1900,2465,41.9019,-121.311,"Tulelake, CA 96134, USA",13,STATE OR PRIVATE,CA,
Modoc National Forest,DALTON 3,1996,2450320,Lightning,2450330,244,1800,3032,41.7386,-121.073,"Modoc County, CA, USA",5,USFS,CA,
Tahoe National Forest,MARTINECK,1996,2450310,Lightning,2450310,226,600,580,39.725,-120.158,"Plumas County, CA, USA",6,OTHER FEDERAL,CA,
Inyo National Forest,SAGE FLAT,1996,2450280,Equipment Use,2450280,199,1800,2091,36.2217,-118.045,"1543-2077 Sage Flats Rd, Olancha, CA 93549, USA",13,STATE OR PRIVATE,CA,
Sequoia National Forest,BOREL,1996,2450300,Miscellaneous,2450300,218,1800,2650,35.5783,-118.557,"Havilah, CA 93518, USA",5,USFS,CA,
Angeles National Forest,AGUA DULCE,1996,2450240,Miscellaneous,2450240,154,2115,325,34.46,-118.343,"Agua Dulce, CA 91390, USA",14,MISSING/NOT SPECIFIED,CA,
Sequoia National Forest,CANYON,1996,2450240,Miscellaneous,2450240,157,1800,3328,35.4533,-118.78,"Bakersfield, CA 93306, USA",14,MISSING/NOT SPECIFIED,CA,
Sequoia National Forest,SIERRA,1996,2450260,Miscellaneous,2450260,176,1800,1092,35.77,-118.42,"Kernville, CA, USA",14,MISSING/NOT SPECIFIED,CA,
Sequoia National Forest,WILLOW,1996,2450280,Lightning,2450280,194,1800,633,35.5183,-118.695,"Bakersfield, CA 93306, USA",5,USFS,CA,
Sequoia National Forest,DELONEGHA,1996,2450320,Arson,2450320,239,1000,593,35.5583,-118.607,"Kern County, CA, USA",5,USFS,CA,
Shasta-Trinity National Forest,BUTCHER,1996,2450310,Lightning,2450320,237,1800,456,41.13,-122.012,"Big Bend, CA 96011, USA",5,USFS,CA,
Six Rivers National Forest,PANTHER,1996,2450350,Arson,2450360,276,800,700,41.8467,-123.922,"Gasquet, CA 95543, USA",5,USFS,CA,
Plumas National Forest,MADDALENA,1996,2450290,Equipment Use,2450290,212,1800,4660,39.8367,-120.285,"Plumas County, CA, USA",13,STATE OR PRIVATE,CA,
Shasta-Trinity National Forest,MORRIS,1996,2450310,Lightning,2450320,238,1800,470,40.965,-122.942,"Trinity County, CA, USA",5,USFS,CA,
Plumas National Forest,COOKS,1996,2450300,Equipment Use,2450310,228,1800,1260,40.2,-120.848,"Plumas County, CA, USA",13,STATE OR PRIVATE,CA,
Stanislaus National Forest,ACKERSON,1996,2450310,Lightning,2450340,256,1800,12371,37.855,-119.827,"Yosemite National Park, California, USA",14,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,CHISHOLM,1996,2450240,Equipment Use,2450250,163,1800,1424,33.9883,-116.938,"Beaumont, CA 92223, USA",14,MISSING/NOT SPECIFIED,CA,
Sequoia National Forest,COW #1,1996,2450270,Arson,2450270,188,2100,650,36.0367,-118.775,"687 S Reservation Rd, Porterville, CA 93257, USA",6,OTHER FEDERAL,CA,
Sequoia National Forest,OAK FLAT,1996,2450370,Arson,2450370,291,1759,1000,36.015,-118.778,"Woodville, CA 93257, USA",6,OTHER FEDERAL,CA,
Sequoia National Forest,CHALOLO #1,1996,2450310,Arson,2450330,243,1759,2850,36.0433,-118.67,"Woodville, CA 93257, USA",6,OTHER FEDERAL,CA,
Mendocino National Forest,FORK,1996,2450310,Arson,2450330,251,1800,83323,39.2583,-122.917,"Upper Lake, CA 95485, USA",5,USFS,CA,
Angeles National Forest,BICHOTA,1996,2450260,Campfire,2450270,186,1800,1800,34.2633,-117.837,"Irwindale, CA 91702, USA",5,USFS,CA,
Angeles National Forest,NORTH FORK,1996,2450280,Equipment Use,2450280,202,1800,400,34.1767,-117.755,"N San Dimas Canyon Rd, La Verne, CA 91750, USA",5,USFS,CA,
Angeles National Forest,RESERVOIR,1996,2450320,Arson,2450320,241,1800,1428,34.18,-117.882,"Irwindale, CA 91702, USA",5,USFS,CA,
Shasta-Trinity National Forest,ROCK,1996,2450310,Lightning,2450320,234,1800,2523,40.185,-122.987,"Trinity County, CA, USA",5,USFS,CA,
Sierra National Forest,STUMPFIELD,1996,2450300,Miscellaneous,2450300,221,1800,2770,37.4283,-119.843,"3802-4656 Wildcat Rd, Mariposa, CA 95338, USA",5,USFS,CA,
Sierra National Forest,TRIMMER 2,1996,2450310,Arson,2450310,232,1800,5607,36.87,-119.313,"34498-34030 E Trimmer Springs Rd, Sanger, CA 93657, USA",13,STATE OR PRIVATE,CA,
San Bernardino National Forest,WATERMAN 3,1996,2450380,Campfire,2450380,301,1200,600,34.185,-117.268,"Arrowhead Springs Rd, San Bernardino, CA 92404, USA",13,STATE OR PRIVATE,CA,
Los Padres National Forest,GRAND,1996,2450200,Miscellaneous,2450210,125,1800,10925,34.4594,-118.938,"Fillmore, CA 93015, USA",14,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,PONY,1996,2450220,Equipment Use,2450220,134,2359,1067,33.58,-116.953,"37100-37472 Painted Pony Rd, Temecula, CA 92592, USA",14,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,ESPERANZA,1996,2450250,Arson,2450250,163,1800,315,33.8833,-116.767,"Riverside County, CA, USA",14,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,SABOBA,1996,2450260,Children,2450260,176,1800,670,33.78,-116.918,"23333 Soboba Rd, San Jacinto, CA 92583, USA",14,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,CHINO,1996,2450260,Equipment Use,2450260,180,1700,300,33.84,-116.597,"Palm Springs, CA 92264, USA",14,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,BEE #2,1996,2450260,Miscellaneous,2450270,188,1800,9620,33.735,-116.835,"47497 Idyllwild National Forest Hwy, Hemet, CA 92544, USA",5,USFS,CA,
San Bernardino National Forest,DIEGO,1996,2450270,Arson,2450270,188,600,1057,33.5933,-116.802,"Aguanga, CA 92536, USA",5,USFS,CA,
San Bernardino National Forest,LADDER,1996,2450320,Lightning,2450330,244,1800,440,33.61,-116.552,"Mountain Center, CA 92561, USA",5,USFS,CA,
San Bernardino National Forest,ORANGE,1996,2450320,Arson,2450320,238,800,548,33.8933,-116.79,"Banning, CA 92220, USA",14,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,SABINA,1996,2450330,Equipment Use,2450330,247,2359,788,33.8,-116.95,"San Jacinto, CA, USA",14,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,WESLEY #2,1996,2450360,Arson,2450360,274,1800,423,33.91,-116.848,"Porter St, Banning, CA 92220, USA",14,MISSING/NOT SPECIFIED,CA,
Angeles National Forest,RANCH 3,1996,2450250,Equipment Use,2450250,171,2000,1000,34.6533,-118.348,"Lake Hughes, CA 93532, USA",14,MISSING/NOT SPECIFIED,CA,
Angeles National Forest,HASLEY,1996,2450270,Miscellaneous,2450270,190,1800,300,34.4633,-118.662,"30288 Hasley Canyon Rd, Castaic, CA 91384, USA",6,OTHER FEDERAL,CA,
Angeles National Forest,MARPLE,1996,2450320,Arson,2450330,248,2359,22000,34.525,-118.643,"34052 Ridge Rte Rd, Castaic, CA 91384, USA",14,MISSING/NOT SPECIFIED,CA,
Angeles National Forest,CAMP,1996,2450330,Arson,2450330,251,2359,855,34.5583,-118.488,"Agua Dulce, CA 91390, USA",5,USFS,CA,
Angeles National Forest,BIEDEBACH,1996,2450330,Smoking,2450330,247,1800,680,34.33,-117.667,"Mt Baldy, CA 91759, USA",5,USFS,CA,
Los Padres National Forest,WASIOJA,1996,2450270,Equipment Use,2450270,188,1000,2830,34.9231,-119.812,"Santa Barbara County, CA, USA",14,MISSING/NOT SPECIFIED,CA,
Los Padres National Forest,GORGE,1996,2450280,Lightning,2450280,198,1800,1800,34.59,-118.772,"Los Padres National Forest, Goleta, CA, USA",5,USFS,CA,
Los Padres National Forest,HIGHWAY 58,1996,2450310,Equipment Use,2450320,238,800,106668,35.42,-120.423,"Los Padres National Forest, Goleta, CA, USA",14,MISSING/NOT SPECIFIED,CA,
Los Padres National Forest,WILD,1996,2450360,Arson,2450370,292,1800,25620,35.9683,-121.483,"CA-1, Big Sur, CA 93920, USA",5,USFS,CA,
Los Padres National Forest,SUR,1996,2450370,Miscellaneous,2450390,304,1800,4410,36.2483,-121.748,"Big Sur, CA 93920, USA",5,USFS,CA,
Cleveland National Forest,SHORT,1996,2450240,Equipment Use,2450240,154,1800,653,33.645,-117.358,"33136 Evergreen St, Lake Elsinore, CA 92530, USA",14,MISSING/NOT SPECIFIED,CA,
Cleveland National Forest,DRIP_2,1996,2450240,Arson,2450240,154,1800,1082,33.4667,-116.972,"39755 CA-79, Temecula, CA 92592, USA",14,MISSING/NOT SPECIFIED,CA,
Cleveland National Forest,CEDAR,1996,2450240,Campfire,2450250,164,1800,466,32.985,-116.752,"Ramona, CA 92065, USA",13,STATE OR PRIVATE,CA,
Cleveland National Forest,BARRETT,1996,2450300,Campfire,2450300,214,1800,750,32.6317,-116.692,"1820-1762 Barrett Lake Rd, Dulzura, CA 91917, USA",14,MISSING/NOT SPECIFIED,CA,
Cleveland National Forest,PECHANGA,1996,2450260,Arson,2450260,181,1800,1336,33.4467,-117.08,"Pico Corners, Temecula, CA 92592, USA",14,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,DEEP CREEK,1996,2450240,Arson,2450240,155,1800,900,34.345,-117.233,"Hesperia, CA 92345, USA",6,OTHER FEDERAL,CA,
Angeles National Forest,SHOOTING,1997,2450570,Miscellaneous,2450570,122,1800,480,34.31,-118.367,"Lake View Terrace, CA 91342, USA",5,USFS,CA,
Tahoe National Forest,MAYBERT,1997,2450590,Debris Burning,2450590,143,1800,470,39.35,-120.747,"21081 Maybert Rd, Nevada City, CA 95959, USA",13,STATE OR PRIVATE,CA,
Cleveland National Forest,EAST GRADE,1997,2450520,Miscellaneous,2450520,71,1800,335,33.2933,-116.8,"E Grade Rd, Santa Ysabel, CA 92070, USA",5,USFS,CA,
Angeles National Forest,PLACERITA,1997,2450630,Miscellaneous,2450630,184,2100,400,34.3817,-118.465,"25214 Running Horse Rd, Newhall, CA 91321, USA",5,USFS,CA,
Los Padres National Forest,LOGAN,1997,2450660,Miscellaneous,2450680,228,1759,49490,35.1417,-120.168,"RANCHO SUEY, CA 93454, USA",13,STATE OR PRIVATE,CA,
Sequoia National Forest,CHOKE,1997,2450670,Lightning,2450670,224,1800,4100,36.825,-118.762,"Sierra Nevada, California, USA",5,USFS,CA,
Lassen National Forest,GOOCH,1997,2450660,Lightning,2450670,221,900,626,40.7783,-120.892,"California, USA",14,MISSING/NOT SPECIFIED,CA,
Cleveland National Forest,SANTIAGO,1997,2450690,Equipment Use,2450690,246,600,600,33.69,-117.625,"18737 E Santiago Canyon Rd, Trabuco Canyon, CA 92679, USA",14,MISSING/NOT SPECIFIED,CA,
Sequoia National Forest,COFFEE,1997,2450720,Miscellaneous,2450720,270,1000,2470,36.1583,-118.748,"40614 CA-190, Springville, CA 93265, USA",5,USFS,CA,
Sequoia National Forest,DEMOCRAT,1997,2450720,Arson,2450720,271,1800,734,35.5317,-118.627,"Bakersfield, CA 93306, USA",13,STATE OR PRIVATE,CA,
Cleveland National Forest,BAKER,1997,2450730,Debris Burning,2450740,293,1800,6317,33.7683,-117.66,"Unnamed Road, Silverado, CA 92676, USA",14,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,PAUBA,1997,2450690,Campfire,2450690,246,800,7231,33.495,-117.007,"37600 Turf Ln, Temecula, CA 92592, USA",14,MISSING/NOT SPECIFIED,CA,
Sequoia National Forest,JACKS,1997,2450670,Lightning,2450680,230,1800,5693,35.61,-118.117,"Onyx, CA 93255, USA",5,USFS,CA,
San Bernardino National Forest,CITY CREEK,1997,2450710,Arson,2450720,268,1800,521,34.1567,-117.18,"CA-330, Highland, CA 92346, USA",5,USFS,CA,
San Bernardino National Forest,MILL,1997,2450700,Miscellaneous,2450710,263,1800,1336,34.1717,-117.145,"San Bernardino County, CA, USA",5,USFS,CA,
San Bernardino National Forest,WILDWOOD,1997,2450710,Equipment Use,2450710,266,1800,828.8,34.02,-116.997,"Oak Tree Loop, Yucaipa, CA 92399, USA",14,MISSING/NOT SPECIFIED,CA,
Los Padres National Forest,HOMESTEAD,1997,2450720,Miscellaneous,2450720,270,600,375,34.5183,-120.168,"Santa Barbara, CA 93117, USA",5,USFS,CA,
Angeles National Forest,CANYON 2,1997,2450630,Equipment Use,2450640,189,2000,5200,34.1633,-117.905,"13 Mountain Laurel Way, Azusa, CA 91702, USA",14,MISSING/NOT SPECIFIED,CA,
Angeles National Forest,NARROWS,1997,2450670,Debris Burning,2450680,235,2000,18186,34.2833,-117.75,"Irwindale, CA 91702, USA",5,USFS,CA,
Inyo National Forest,TOWER II,1997,2450590,Lightning,2450620,174,1800,598,36.3367,-118.395,"Sierra Nevada, California, USA",5,USFS,CA,
San Bernardino National Forest,POPPET,1997,2450710,Arson,2450720,268,1800,1500,33.8817,-116.85,"16601-16927 CA-243, Banning, CA 92220, USA",6,OTHER FEDERAL,CA,
San Bernardino National Forest,HEMLOCK,1997,2450630,Miscellaneous,2450640,190,1800,3737,34.1567,-117.233,"3709 N Hemlock Dr, San Bernardino, CA 92404, USA",5,USFS,CA,
Sequoia National Forest,STINE,1998,2451040,Miscellaneous,2451040,231,1800,400,35.68,-118.412,"6651 Sierra Way, Kernville, CA 93238, USA",5,USFS,CA,
Cleveland National Forest,FEATHERSTONE,1998,2451050,Miscellaneous,2451050,235,1800,400,32.9417,-116.833,"Lakeside, CA 92040, USA",14,MISSING/NOT SPECIFIED,CA,
Six Rivers National Forest,BUCK,1998,2451070,Miscellaneous,2451080,263,1800,845,41.65,-123.85,"California, USA",5,USFS,CA,
Modoc National Forest,NORTH CROWDER,1998,2451050,Lightning,2451060,251,1000,2694,41.7675,-120.552,"California, USA",5,USFS,CA,
Los Padres National Forest,OGILVY,1998,2451100,Equipment Use,2451110,297,1800,4000,34.6133,-119.61,"Santa Barbara County, CA, USA",5,USFS,CA,
Inyo National Forest,TOM,1998,2451050,Miscellaneous,2451070,253,1300,3420,37.34,-118.613,"Inyo County, CA, USA",6,OTHER FEDERAL,CA,
Sierra National Forest,ROUGH,1998,2451110,Campfire,2451110,295,1800,960,36.8617,-118.995,"Fresno County, CA, USA",5,USFS,CA,
Angeles National Forest,SAN FRAN,1998,2451010,Miscellaneous,2451020,202,1800,450,34.5167,-118.533,"30522 San Francisquito Canyon Rd, Santa Clarita, CA 91390, USA",5,USFS,CA,
San Bernardino National Forest,BRYANT,1998,2451060,Lightning,2451060,244,1800,319,34.0833,-117.05,"Mentone, CA 92359, USA",14,MISSING/NOT SPECIFIED,CA,
Modoc National Forest,REFUGE,1998,2451030,Equipment Use,2451030,219,1800,9700,41.8883,-121.697,"Dorris, CA 96023, USA",14,MISSING/NOT SPECIFIED,CA,Madera
San Bernardino National Forest,EDNA,1998,2451090,Miscellaneous,2451090,281,1800,28164,33.9067,-116.867,"Banning, CA 92220, USA",14,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,GRAPEVINE,1998,2451030,Miscellaneous,2451030,220,1800,347,34.4033,-117.058,"Lucerne Valley, CA 92356, USA",14,MISSING/NOT SPECIFIED,CA,
Stanislaus National Forest,HIRAM,1999,2451400,Lightning,2451510,335,1800,2843,38.4503,-119.883,"Alpine County, CA, USA",5,USFS,CA,
Stanislaus National Forest,DEER,1999,2451400,Lightning,2451460,284,2300,326,38.5422,-119.917,"Alpine County, CA, USA",5,USFS,CA,
Stanislaus National Forest,WINTON,1999,2451430,Lightning,2451430,256,2300,400,38.43,-120.44,"1050 Old Rd, West Point, CA 95255, USA",14,MISSING/NOT SPECIFIED,CA,
Stanislaus National Forest,PILOT,1999,2451410,Equipment Use,2451420,242,1800,4028,37.8231,-120.018,"Groveland, CA 95321, USA",13,STATE OR PRIVATE,CA,
Modoc National Forest,PINE,1999,2451410,Lightning,2451420,244,1200,30568,41.7097,-121.073,"California, USA",5,USFS,CA,
Modoc National Forest,BELL WEST,1999,2451320,Miscellaneous,2451320,146,1200,377,41.435,-121.459,"Siskiyou County, CA, USA",13,STATE OR PRIVATE,CA,
Modoc National Forest,SHEEP,1999,2451400,Lightning,2451400,223,1800,676,41.8006,-121.601,"Siskiyou County, CA, USA",5,USFS,CA,
Modoc National Forest,YELLOW,1999,2451410,Lightning,2451420,242,1800,4669,41.7531,-121.632,"Siskiyou County, CA, USA",5,USFS,CA,
Angeles National Forest,BRIDGE,1999,2451420,Arson,2451430,250,1200,7200,34.2336,-117.85,"Irwindale, CA 91702, USA",13,STATE OR PRIVATE,CA,
Angeles National Forest,INTERSTATE,1999,2451390,Equipment Use,2451390,209,1800,350,34.5844,-118.702,"Castaic, CA 91384, USA",5,USFS,CA,
Cleveland National Forest,LAGUNA_100,1999,2451400,Arson,2451410,229,1800,4416,32.88,-116.417,"Mt Laguna, CA 91948, USA",5,USFS,CA,
Cleveland National Forest,CHASE,1999,2451450,Arson,2451450,273,2200,440,33.8278,-117.638,"6311 Black Star Canyon Rd, Silverado, CA 92676, USA",13,STATE OR PRIVATE,CA,
Cleveland National Forest,LA_JOLLA,1999,2451450,Debris Burning,2451460,278,1800,6800,33.2739,-116.857,"Pala, CA 92061, USA",6,OTHER FEDERAL,CA,
Shasta-Trinity National Forest,TANGLE,1999,2451350,Campfire,2451360,177,1800,331,41.2019,-122.668,"Trinity County, CA, USA",5,USFS,CA,
Shasta-Trinity National Forest,SUGAR,1999,2451410,Lightning,2451430,250,1800,5440,40.8658,-122.436,"Shasta County, CA, USA",13,STATE OR PRIVATE,CA,
Shasta-Trinity National Forest,SHEEP #2,1999,2451410,Lightning,2451430,250,1800,960,40.885,-122.485,"Shasta County, CA, USA",5,USFS,CA,
Shasta-Trinity National Forest,JACKASS,1999,2451410,Lightning,2451430,250,1800,5760,40.8356,-122.434,"Lakehead, CA 96051, USA",5,USFS,CA,
Shasta-Trinity National Forest,SHEEP #3,1999,2451420,Lightning,2451430,250,1800,650,40.8972,-122.468,"Lakehead, CA 96051, USA",5,USFS,CA,
Shasta-Trinity National Forest,MAMMOTH,1999,2451410,Lightning,2451420,242,1800,500,40.7358,-122.434,"Redding, CA 96001, USA",5,USFS,CA,
Shasta-Trinity National Forest,BOHEMOTASH,1999,2451410,Lightning,2451430,250,1800,14090,40.7836,-122.468,"French Gulch, CA 96033, USA",13,STATE OR PRIVATE,CA,
Shasta-Trinity National Forest,HIGH,1999,2451410,Lightning,2451460,278,1200,3082,40.9514,-122.301,"Lakehead, CA 96051, USA",13,STATE OR PRIVATE,CA,
Shasta-Trinity National Forest,DOG,1999,2451410,Lightning,2451460,278,1200,700,40.9022,-122.468,"Lakehead, CA 96051, USA",5,USFS,CA,
Shasta-Trinity National Forest,REPTILE,1999,2451410,Lightning,2451460,278,1200,1674,40.9689,-122.517,"Lakehead, CA 96051, USA",5,USFS,CA,
Shasta-Trinity National Forest,JONES,1999,2451470,Miscellaneous,2451480,303,800,26202,40.7186,-122.201,"Bella Vista, CA, USA",5,USFS,CA,
Shasta-Trinity National Forest,MEGRAM,1999,2451410,Lightning,2451490,307,800,124898,41.1025,-123.375,"Trinity County, CA, USA",5,USFS,CA,
Shasta-Trinity National Forest,LUNCH,1999,2451410,Lightning,2451460,278,1200,1533,40.9172,-122.468,"Lakehead, CA 96051, USA",5,USFS,CA,
Shasta-Trinity National Forest,SHEEP #1,1999,2451410,Lightning,2451440,262,1800,1280,40.8692,-122.503,"Shasta County, CA, USA",5,USFS,CA,
Los Padres National Forest,KINGS,1999,2451350,Miscellaneous,2451360,181,,600,34.7025,-118.934,"Maricopa, CA 93252, USA",5,USFS,CA,
Los Padres National Forest,FIVE,1999,2451380,Equipment Use,2451380,198,2200,316,34.8817,-118.927,"6645 Digier Rd, Lebec, CA 93243, USA",14,MISSING/NOT SPECIFIED,CA,
Los Padres National Forest,DIGIER,1999,2451360,Miscellaneous,2451360,183,600,810,34.8825,-118.918,"Digier Rd, Lebec, CA 93243, USA",5,USFS,CA,
Los Padres National Forest,TASSAJARA,1999,2451430,Lightning,2451500,323,1800,23761,36.2683,-121.617,"Los Padres National Forest, Goleta, CA, USA",5,USFS,CA,
Los Padres National Forest,KIRK,1999,2451430,Lightning,2451430,254,1800,344,36.0014,-121.484,"Big Sur, CA 93920, USA",5,USFS,CA,
Los Padres National Forest,HARE,1999,2451430,Lightning,2451460,284,1800,49551,36.0169,-121.501,"Big Sur, CA 93920, USA",5,USFS,CA,
Los Padres National Forest,FIVE,1999,2451430,Lightning,2451460,283,1800,12960,36.2181,-121.634,"Los Padres National Forest, Goleta, CA, USA",5,USFS,CA,
Los Padres National Forest,SPANISH,1999,2451380,Equipment Use,2451390,207,1800,14537,35.0456,-119.977,"Santa Barbara County, CA, USA",14,MISSING/NOT SPECIFIED,CA,
Lassen National Forest,DEHAVEN,1999,2451410,Equipment Use,2451420,243,800,17000,40.3006,-121.832,"33399 Plum Creek Rd, Paynes Creek, CA 96075, USA",14,MISSING/NOT SPECIFIED,CA,
Angeles National Forest,SHINN,1999,2451420,Miscellaneous,2451420,241,1800,656,34.1675,-117.668,"2624-2798 N Mountain Ave, Upland, CA 91784, USA",13,STATE OR PRIVATE,CA,
Angeles National Forest,SANTA ANITA II,1999,2451540,Miscellaneous,2451540,363,1800,750,34.1833,-118.017,"Monrovia, CA 91016, USA",5,USFS,CA,
Plumas National Forest,BIG 2,1999,2451410,Lightning,2451460,283,1200,1001,39.8847,-121.35,"Plumas County, CA, USA",5,USFS,CA,
Plumas National Forest,BUCKS,1999,2451410,Lightning,2451460,283,1200,34175,39.9017,-121.317,"Plumas County, CA, USA",5,USFS,CA,
Plumas National Forest,HORTON_2,1999,2451410,Equipment Use,2451430,250,1200,4336,39.8847,-120.351,"Portola, CA 96129, USA",5,USFS,CA,
Plumas National Forest,CEMETARY,1999,2451430,Miscellaneous,2451430,252,1800,3930,39.8025,-120.141,"293 Frenchman Lake Road, Chilcoot, CA 96105, USA",13,STATE OR PRIVATE,CA,
Plumas National Forest,PIEGEON,1999,2451410,Lightning,2451440,260,800,4713,39.8342,-121.033,"Plumas County, CA, USA",5,USFS,CA,
Plumas National Forest,LOOKOUT,1999,2451410,Lightning,2451460,283,1200,2630,39.8339,-121.086,"Plumas County, CA, USA",5,USFS,CA,
Plumas National Forest,DEVILS GAP,1999,2451410,Lightning,2451450,271,1800,1450,39.6844,-121.051,"Plumas County, CA, USA",5,USFS,CA,
Plumas National Forest,STAG,1999,2451410,Lightning,2451430,249,1800,467,39.6181,-121.084,"Sierra Nevada, California, USA",5,USFS,CA,
Plumas National Forest,BEAN,1999,2451410,Lightning,2451420,245,1800,1475,39.6292,-121.291,"Sierra Nevada, California, USA",6,OTHER FEDERAL,CA,
Klamath National Forest,STEIN,1999,2451380,Lightning,2451430,250,1400,876,41.4069,-123.268,"Siskiyou County, CA, USA",5,USFS,CA,
Klamath National Forest,EAST,1999,2451380,Lightning,2451400,222,800,1147,41.7356,-123.351,"Happy Camp, CA 96039, USA",5,USFS,CA,
San Bernardino National Forest,TURTLE,1999,2451380,Equipment Use,2451390,209,1800,4035,34.3508,-117.528,"Lisa Ln, Phelan, CA 92371, USA",5,USFS,CA,
San Bernardino National Forest,MIXING,1999,2451420,Arson,2451430,252,1800,3300,33.6856,-116.752,"Riverside County, CA, USA",5,USFS,CA,
San Bernardino National Forest,PINE,1999,2451420,Arson,2451420,245,1300,1562,33.8667,-116.819,"48716 Twin Pines Rd, Banning, CA 92220, USA",14,MISSING/NOT SPECIFIED,CA,
Sequoia National Forest,RICHBAR COMPLEX,1999,2451430,Miscellaneous,2451430,254,600,2570,35.4833,-118.7,"Kern County, CA, USA",5,USFS,CA,
Inyo National Forest,DIVISION,1999,2451270,Miscellaneous,2451280,97,1200,2450,36.9347,-118.316,"Big Pine, CA 93513, USA",5,USFS,CA,
Tahoe National Forest,PENDOLA,1999,2451470,Miscellaneous,2451480,298,1000,11725,39.4714,-121.086,"14444-14413 Pendola Rd, Camptonville, CA 95922, USA",13,STATE OR PRIVATE,CA,
Los Padres National Forest,RANCH,1999,2451530,Miscellaneous,2451540,361,1800,4371,34.4506,-119.13,"12799 Sisar Canyon Rd, Ojai, CA 93023, USA",14,MISSING/NOT SPECIFIED,CA,
Lassen National Forest,GUN 2,1999,2451450,Miscellaneous,2451480,298,800,60390,40.22,-121.662,"Tehama County, CA, USA",13,STATE OR PRIVATE,CA,
Mendocino National Forest,PASS,1999,2451320,Debris Burning,2451320,145,1800,350,39.8339,-122.834,"Tehama County, CA, USA",5,USFS,CA,
San Bernardino National Forest,WILLOW,1999,2451420,Miscellaneous,2451430,249,1200,65000,34.2675,-117.135,"San Bernardino County, CA, USA",5,USFS,CA,
San Bernardino National Forest,ELLIOT,1999,2451370,Miscellaneous,2451370,188,1800,2576,34.3167,-117.418,"Hesperia, CA 92345, USA",5,USFS,CA,
Klamath National Forest,BARK,2000,2451750,Miscellaneous,2451750,210,2000,1715,41.8358,-122.9,"46N97, Klamath River, CA 96050, USA",13,STATE OR PRIVATE,CA,
Los Padres National Forest,PLASKETT 2,2000,2451750,Miscellaneous,2451760,217,1800,5856,35.9303,-121.433,"Big Sur, CA 93920, USA",5,USFS,CA,
Plumas National Forest,ROBINSON II,2000,2451640,Debris Burning,2451640,96,17,505,39.9833,-120.117,"Doyle, CA 96109, USA",13,STATE OR PRIVATE,CA,
Stanislaus National Forest,ARNOT,2000,2451730,Lightning,2451760,215,1800,780,38.4339,-119.785,"Alpine County, CA, USA",5,USFS,CA,
Six Rivers National Forest,JOURNEY,2000,2451820,Arson,2451830,287,1800,990,40.3333,-123.385,"Lower Mad River Rd, Mad River, CA 95552, USA",13,STATE OR PRIVATE,CA,
Cleveland National Forest,BUCKMAN,2000,2451750,Arson,2451750,205,1800,300,32.7617,-116.478,"Pine Valley, CA 91962, USA",5,USFS,CA,
Inyo National Forest,AZUSA,2000,2451690,Campfire,2451700,153,600,740,37.9333,-119.119,"Lee Vining, CA 93541, USA",5,USFS,CA,
Mendocino National Forest,TOWN,2000,2451630,Miscellaneous,2451640,92,700,1140,39.625,-122.686,"Elk Creek, CA 95939, USA",5,USFS,CA,
Mendocino National Forest,CABBAGE,2000,2451640,Campfire,2451640,96,1800,1700,39.4736,-122.842,"9 W 32 Rd, Potter Valley, CA 95469, USA",5,USFS,CA,
Sequoia National Forest,LAVA BUTTE,2000,2451910,Miscellaneous,2451920,8,1000,303,36.7828,-118.862,"Fresno County, CA, USA",5,USFS,CA,
Angeles National Forest,DRY,2000,2451700,Arson,2451700,158,2200,356,34.5531,-118.516,"Agua Dulce, CA 91390, USA",5,USFS,CA,
Angeles National Forest,PARADISE,2000,2451800,Miscellaneous,2451800,258,1915,427,34.5711,-118.69,"36060 Golden State Hwy, Castaic, CA 91384, USA",5,USFS,CA,
Inyo National Forest,SAWMILL,2000,2451760,Lightning,2451770,226,1800,321,36.9167,-118.317,"Inyo County, CA, USA",5,USFS,CA,
Inyo National Forest,CRYSTAL,2000,2451700,Lightning,2451730,182,1800,330,36.3078,-118.105,"Inyo County, CA, USA",5,USFS,CA,
Sequoia National Forest,MANTER,2000,2451750,Miscellaneous,2451790,250,1800,75000,35.8678,-118.284,"Sierra Nevada, California, USA",5,USFS,CA,
